"id_barang","nama_barang","total_stok_barang","total_transaksi","total_terjual","stok_saat_ini","tahun"
"247926","INDOMIE AYAM SPESIAL 68G 1DUS","7000","1","1","6999","2020"
"249478","OPAK PEDAS 1BAL","7000","1","1","6999","2020"
"250778","INDOMIE GORENG ACEH 1 DUS","7000","1","1","6999","2020"
"253123","TERIGU DRAGON 1 KARUNG","7000","1","1","6999","2020"
"254790","ASTOR FAMILY 1 BLIK","7000","1","1","6999","2020"
"256526","KINGKONG 1 DUS","7000","1","1","6999","2020"
"256572","SASA SANTAN BUBUK 20G 1 RENCENG","7000","1","1","6999","2020"
"258795","ROSE BRAND REFIL 1 LITER DUS","7000","1","1","6999","2020"
"266365","SANIA 2 LITER 1 DUS","7000","1","1","6999","2020"
"267440","DUNHIL HITAM 1 SLOP","7000","1","1","6999","2020"
"267851","PLASTIK BOYO TEBAL UK.20X25","7000","1","1","6999","2020"
"269299","SOVIA 2 LITER REFIL 1 DUS","7000","1","1","6999","2020"
"269544","KRIPIK PISANG 1 BAL","7000","1","1","6999","2020"
"269951","LEM ATRICO 3GRM 1 LEMBAR","7000","1","1","6999","2020"
"270026","SANDAL SHEVANO UK 33-38","7000","1","1","6999","2020"
"270304","INDO MACRON 1000G","7000","1","1","6999","2020"
"275576","REXONA  DEO LOTION ADV WHITENING 9G 1 RENCENG","7000","1","1","6999","2020"
"275883","ISI GALON VIT","7000","1","1","6999","2020"
"276828","ABC SAMBAL EXTRA PEDAS 75GR POUCH 1 DUS","7000","1","1","6999","2020"
"277424","TUTUP GELAS POP ICE DATAR","7000","1","1","6999","2020"
"278301","OPAK 1 BAL","7000","1","1","6999","2020"
"281838","SANDAL SEPATU SPIDERMAN/IRON MAN","7000","1","1","6999","2020"
"282626","TEMPAT PENSIL KAIN RKT 23","7000","1","1","6999","2020"
"285160","SUKSES AYAM KREMES 1 DUS","7000","1","1","6999","2020"
"285774","SEDAP KARI AYAM 1 DUS","7000","1","1","6999","2020"
"289878","SUKSES AYAM KECAP DUS","7000","1","1","6999","2020"
"292710","CENDOL WIJEN 1 BAL","7000","1","1","6999","2020"
"293392","TINTA ZENITH HITAM","7000","1","1","6999","2020"
"293435","ADES 600ML 1 DUS","7000","1","1","6999","2020"
"294500","TORABIKA CREAMY LATTE 5'S 5's","7000","1","1","6999","2020"
"295171","KAPAL API SPESIAL 65G 1 RENCENG","7000","1","1","6999","2020"
"296765","SPOND MANDI BIASA","7000","1","1","6999","2020"
"297238","KRUPUK TENGIRI 1 BAL","7000","1","1","6999","2020"
"297509","STICKER ROOM DECOR AH-29","7000","1","1","6999","2020"
"298240","TOP COFFE KOPI SUSU 6 PCS","7000","1","1","6999","2020"
"299637","LUWAK WHITE KOPI  5S","7000","1","1","6999","2020"
